rule_id,status,event_type,severity,total,attacker,system_or_other,fp_ratio,reason_or_decision
dns_any_query,silent,dns,warning,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
dns_dga_high_entropy,silent,dns,critical,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
dns_dga_ngram,silent,dns,critical,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
dns_doh_detected,silent,dns,info,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
dns_dynamic_dns,silent,dns,warning,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
dns_nxdomain_flood,silent,dns,warning,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
dns_ptr_recon,silent,dns,info,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
dns_suspicious_tld_emercoin,silent,dns,warning,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
dns_suspicious_tld_onion,silent,dns,warning,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
dns_txt_suspicious,silent,dns,warning,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
drift_dangerous_syscall,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
drift_new_network_common_c2_ports,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
ebpf_subversion_detach_nonroot,silent,syscall,critical,0,0,0,0,H. bpf-subversion: no BPF tampering attempted in test attacks
ebpf_subversion_unauthorized_caller,silent,syscall,critical,0,0,0,0,H. bpf-subversion: no BPF tampering attempted in test attacks
eks_aws_config_dir_access,silent,file,warning,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
eks_aws_credentials_file_read,silent,file,warning,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
eks_fargate_task_metadata_access,silent,tcp_connect,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
eks_imds_credential_theft,silent,tcp_connect,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
eks_irsa_token_read,silent,file,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
eks_irsa_unusual_assume_role,silent,cloud_audit,warning,0,0,0,0,A. cloud_audit: no cloud provider integration on bare-metal docker stend
eks_pod_identity_token_read,silent,file,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
evasion_auditd_stop,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
evasion_base64_shell_decode,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
evasion_chmod_sensitive,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
evasion_iptables_flush,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
evasion_log_clear,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
evasion_self_delete,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
evasion_system_binary_replace,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
evasion_timestamp_modify,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
exec_from_tmp,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
execution_dbus_activation_attack,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
execution_motd_hook_exec,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
exfil_archive_to_network_pipe,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
exfil_clipboard_tool_network,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
exfil_cloud_sync_tool,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
exfil_dns_deep_subdomain,silent,dns,critical,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
exfil_dns_dga_high_score,silent,dns,warning,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
exfil_dns_high_entropy_txt,silent,dns,critical,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
exfil_dns_high_query_rate,silent,dns,warning,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
exfil_ftp_active_connection,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
exfil_large_tls_upload,silent,tls,warning,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
exfil_raw_socket_by_non_root,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
exfil_scp_from_container,silent,tcp_connect,info,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
exfil_usb_mount,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
exfil_wayland_socket_access,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
exfil_x11_socket_access,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_apparmor_profile_modified,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_audit_rules_modified,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_binary_replaced_in_system_dir,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_ca_cert_modified,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_containerd_config_modified,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_docker_config_modified,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_init_d_script_written,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_kubeconfig_written,silent,file,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
fim_library_replaced,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_network_config_modified,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_polkit_policy_modified,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_private_key_written,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_rc_local_modified,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_selinux_config_modified,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_ssh_known_hosts_modified,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_sudoers_written,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
fim_syslog_modified,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
gke_cloudsql_proxy_socket_access,silent,file,warning,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
gke_gcloud_credential_access,silent,file,warning,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
gke_gcp_sa_json_key_access,silent,file,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
gke_kubelet_readonly_port_access,silent,tcp_connect,warning,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
gke_metadata_server_access,silent,tcp_connect,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
gke_service_account_key_creation,silent,cloud_audit,critical,0,0,0,0,A. cloud_audit: no cloud provider integration on bare-metal docker stend
gke_workload_identity_endpoint_abuse,silent,tcp_connect,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
gpu_alloc_from_unexpected_process,silent,gpu,warning,0,0,0,0,B. gpu: no GPU device on stend
gpu_dtoh_from_shell,silent,gpu,critical,0,0,0,0,B. gpu: no GPU device on stend
gpu_kernel_launch_from_shell,silent,gpu,critical,0,0,0,0,B. gpu: no GPU device on stend
gpu_large_compute_burst,silent,gpu,warning,0,0,0,0,B. gpu: no GPU device on stend
gpu_large_dtoh_copy,silent,gpu,critical,0,0,0,0,B. gpu: no GPU device on stend
gpu_medium_dtoh_non_framework,silent,gpu,warning,0,0,0,0,B. gpu: no GPU device on stend
gpu_mining_pool_connect,silent,tcp_connect,critical,0,0,0,0,B. gpu: no GPU device on stend
gpu_root_dtoh_copy,silent,gpu,warning,0,0,0,0,B. gpu: no GPU device on stend
gpu_unknown_process,silent,gpu,warning,0,0,0,0,B. gpu: no GPU device on stend
gpu_very_large_dtoh_copy,silent,gpu,critical,0,0,0,0,B. gpu: no GPU device on stend
impact_fork_bomb_pattern,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
impact_mass_file_deletion_critical,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
impact_systemd_service_disabled,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
initial_driveby_browser_download_exec,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
initial_email_link_download_exec,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
initial_java_jndi_ldap,silent,tcp_connect,critical,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
initial_office_macro_exec,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
initial_ssh_login_new_user,silent,tcp_connect,info,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
initial_trusted_api_pivot,silent,tcp_connect,critical,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
initial_vpn_unexpected_access,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
initial_web_shell_write,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
integrity_container_runtime_modified,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
integrity_grub_bootloader_write,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
integrity_kernel_module_from_user_path,silent,file,critical,0,0,0,0,F. kmod: collector partial (needs LSM); no module loads during attacks
integrity_ld_cache_write,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
integrity_ld_so_preload_write,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
integrity_lib_replaced,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
integrity_proc_self_exe_exec,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
integrity_sysctl_security_disable,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
iouring_high_volume_submit,silent,io_uring,warning,0,0,0,0,I. io_uring: attacks do not exercise io_uring
iouring_unexpected_enter,silent,io_uring,critical,0,0,0,0,I. io_uring: attacks do not exercise io_uring
iouring_unexpected_setup,silent,io_uring,warning,0,0,0,0,I. io_uring: attacks do not exercise io_uring
k8s_dockerconfig_secret_read,silent,file,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
k8s_etcd_direct_access,silent,tcp_connect,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
k8s_hostpath_kubecfg_access,silent,file,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
k8s_hostpath_kubelet_access,silent,file,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
k8s_kubectl_apiserver_exec,silent,tcp_connect,warning,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
k8s_metadata_api_access,silent,tcp_connect,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
k8s_runtime_socket_access,silent,file,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
k8s_sa_token_projected_read,silent,file,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
k8s_sa_token_read,silent,file,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
kmod_from_container,silent,kmod,critical,0,0,0,0,F. kmod: collector partial (needs LSM); no module loads during attacks
kmod_load_from_tmpfs,silent,kmod,critical,0,0,0,0,F. kmod: collector partial (needs LSM); no module loads during attacks
kmod_load_nonroot,silent,kmod,critical,0,0,0,0,F. kmod: collector partial (needs LSM); no module loads during attacks
kmod_suspicious_name,silent,kmod,critical,0,0,0,0,F. kmod: collector partial (needs LSM); no module loads during attacks
kmod_unexpected_parent,silent,kmod,critical,0,0,0,0,F. kmod: collector partial (needs LSM); no module loads during attacks
lateral_kubectl_exec_from_pod,silent,syscall,critical,0,0,0,0,"L. k8s/cloud-k8s: stend is bare docker, not a k8s node"
lateral_netcat_socat_pivot,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lateral_port_forward_ssh,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
lateral_rdp_connection,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
lateral_shared_volume_exec,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
lateral_ssh_agent_socket_access,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
lateral_ssh_from_container,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lateral_ssh_keygen_new_key,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_apt_pre_invoke,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_bash_dev_tcp,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_bash_dev_udp,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_bash_interactive_shell,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_busybox_shell,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
lolbin_curl_data_exfil,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_dns_exfil_via_dig,silent,syscall,warning,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
lolbin_dpkg_exec,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_find_sensitive_recon,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_gdb_exec,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_git_clone_to_tmp,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_ld_audit_set,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_less_exec,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_lua_exec,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_make_exec,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_nmap_script_exec,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_node_exec,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_path_hijack_indicator,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_perl_socket_shell,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_php_exec_oneliner,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_pip_download_to_tmp,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_python_socket_shell,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_rsync_staging,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_ruby_socket_shell,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_scp_download_to_tmp,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_sftp_staging,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_socat_shell,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_strace_exec,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
lolbin_tar_exec,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_tclsh_exec,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_tcpdump_write,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_vim_exec,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_wget_download_tmp,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_wget_post_exfil,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
lolbin_zip_exec,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
mitre_at_job_scheduled,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
mitre_dbus_config_modified,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
mitre_dns_c2_high_frequency,silent,dns,warning,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
mitre_http_c2_beacon_pattern,silent,tls,warning,0,0,0,0,C. tls: collector disabled in test config (config-test.yaml tls.enabled=false)
mitre_keytab_file_read,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
mitre_krb5_ccache_read,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
mitre_masq_double_extension,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
mitre_masq_legitimate_name_in_tmp,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
mitre_newuidmap_newgidmap,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
mitre_ngrok_dns_query,silent,dns,critical,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
mitre_ngrok_tunnel,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
mitre_obfusc_base64_payload_large,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
mitre_obfusc_char_concatenation,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
mitre_obfusc_gzip_payload,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
mitre_obfusc_hex_encoded_exec,silent,syscall,critical,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
mitre_sandbox_detect_cpuid,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
mitre_software_enum_dpkg,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
mitre_software_enum_security_tools,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
mitre_ssh_agent_forward_abuse,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
mitre_sslstrip_proxy,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
mitre_systemd_transient_timer,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
mitre_token_impersonation_su,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
mitre_vm_detect_dmi_read,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
mitre_vpn_service_started,silent,syscall,warning,0,0,0,0,Z1. syscall: condition (arg pattern / specific nr+ret) not matched by test attacks
mitre_winrm_port_connection,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
net_long_c2_connection,silent,net_close,critical,0,0,0,0,Z3. net_close: timing/size pattern not matched
net_long_https_connection,silent,net_close,warning,0,0,0,0,Z3. net_close: timing/size pattern not matched
net_long_plaintext_http,silent,net_close,warning,0,0,0,0,Z3. net_close: timing/size pattern not matched
net_long_ssh_session,silent,net_close,warning,0,0,0,0,Z3. net_close: timing/size pattern not matched
netintr_brute_ratel_port,silent,tcp_connect,critical,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_cobalt_strike_default_port,silent,tcp_connect,critical,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_connection_to_multicast,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_covenant_default_port,silent,tcp_connect,critical,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_dga_domain_query,silent,dns,critical,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
netintr_dns_high_digit_ratio,silent,dns,warning,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
netintr_dns_high_entropy_query,silent,dns,critical,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
netintr_dns_many_subdomains,silent,dns,warning,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
netintr_dns_over_nonstandard_port,silent,tcp_connect,warning,0,0,0,0,"D. dns: collector blind on nss-resolve path (P0-26); attacks hit localhost:3000, no resolution needed"
netintr_ftp_data_exfil,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_gre_tunnel,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_high_port_established,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_icmp_outbound_large,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_nmap_fingerprint_ports,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_outbound_smb,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_persistent_c2_beacon,silent,net_close,critical,0,0,0,0,Z3. net_close: timing/size pattern not matched
netintr_raw_socket_connection,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_rdp_outbound,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_reverse_shell_port_1234,silent,tcp_connect,critical,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_reverse_shell_port_31337,silent,tcp_connect,critical,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_reverse_shell_port_4444,silent,tcp_connect,critical,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_smtp_exfil,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_socks_proxy_port,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
netintr_vnc_outbound,silent,tcp_connect,warning,0,0,0,0,Z2. tcp_connect: specific dest/port pattern not matched (attacks use localhost/known ports)
owasp_backup_config_access,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
owasp_package_manager_access,silent,file,warning,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
owasp_php_in_upload,silent,file,critical,0,0,0,0,Z4. file: watched path/op not touched by attacks OR comm condition unmet (needs YAML review)
